개수,위도,경도
1,37.489403,127.108787
1,37.489459,127.109041
1,37.489699,127.108857
1,37.489605,127.108679
1,37.489486,127.108286
1,37.489348,127.107856
1,37.489202,127.107398
1,37.489064,127.106974
1,37.488938,127.106568
1,37.488806,127.106144
1,37.488679,127.105757
1,37.488544,127.105325
1,37.488405,127.104921
1,37.488276,127.104498
1,37.488151,127.104101
1,37.488017,127.103649
1,37.487876,127.103175
1,37.488485,127.105699
1,37.488459,127.105606
1,37.488428,127.105515
1,37.488501,127.105482
1,37.488527,127.10557
1,37.488557,127.105654
1,37.488784,127.105839
1,37.48889,127.105761
1,37.48899,127.105678
1,37.488724,127.105663
1,37.488645,127.105409
1,37.488611,127.105295
1,37.488722,127.105499
1,37.488308,127.105508
1,37.488336,127.105615
1,37.488347,127.10577
1,37.488441,127.105935
1,37.488498,127.10612
1,37.488416,127.106185
1,37.488325,127.106249
1,37.487119,126.878139
1,37.487278,126.878289
1,37.487341,126.878446
1,37.487363,126.878606
1,37.487343,126.878793
1,37.48729,126.878949
1,37.48717,126.879046
1,37.486905,126.878942
1,37.48678,126.878767
1,37.486708,126.878437
1,37.486632,126.878554
1,37.486562,126.87867
1,37.486497,126.878785
1,37.486431,126.878913
1,37.486539,126.879081
1,37.486648,126.878998
1,37.48674,126.879169
1,37.486848,126.879358
1,37.486912,126.879614
1,37.486885,126.879891
1,37.486753,126.880086
1,37.486576,126.880161
1,37.48637,126.880091
1,37.486222,126.879838
1,37.488731,126.875869
1,37.48839,126.875878
1,37.488086,126.876194
1,37.487785,126.87654
1,37.487531,126.876832
1,37.487215,126.877118
1,37.486929,126.8774
1,37.486728,126.877622
1,37.486547,126.877847
1,37.486137,126.878195
1,37.486204,126.87844
1,37.48621,126.878688
1,37.486179,126.878917
1,37.486115,126.879175
1,37.486259,126.87898
1,37.487038,126.878267
1,37.48692,126.878373
1,37.48669,126.878141
1,37.486871,126.87779
1,37.487174,126.877485
1,37.487567,126.876985
1,37.487833,126.876706
1,37.488142,126.876315
1,37.48849,126.876102
1,37.50252,126.880128
1,37.502252,126.880381
1,37.501574,126.881132
1,37.501273,126.881511
1,37.500995,126.881859
1,37.500582,126.88214
1,37.501038,126.882007
1,37.5012,126.881812
1,37.501366,126.881592
1,37.501557,126.881362
1,37.50232,126.880514
1,37.502575,126.880255
1,37.504109,126.881239
1,37.503868,126.880924
1,37.503621,126.880556
1,37.503383,126.880195
1,37.503268,126.880296
1,37.503517,126.880655
1,37.503767,126.881017
1,37.504005,126.881361
1,37.502698,126.879245
1,37.5025,126.878961
1,37.502294,126.878686
1,37.50208,126.878376
1,37.501976,126.878504
1,37.502189,126.878797
1,37.502391,126.879076
1,37.502598,126.879362
1,37.575055,126.864693
1,37.575146,126.864415
1,37.575225,126.864191
1,37.575278,126.863959
1,37.575366,126.863764
1,37.575438,126.863544
1,37.57556,126.863367
1,37.575663,126.863141
1,37.575796,126.862948
1,37.57591,126.862715
1,37.57604,126.862548
1,37.57621,126.862414
1,37.576387,126.86244
1,37.576569,126.862523
1,37.576658,126.862702
1,37.576715,126.862881
1,37.576164,126.865784
1,37.576114,126.865596
1,37.576053,126.865381
1,37.576039,126.865156
1,37.576026,126.86494
1,37.576066,126.864691
1,37.576111,126.864439
1,37.576199,126.864211
1,37.576294,126.863989
1,37.576397,126.863797
1,37.576488,126.863589
1,37.576583,126.863425
1,37.576675,126.863261
1,37.576753,126.863137
1,37.576812,126.862992
1,37.5769,126.862856
1,37.576958,126.862713
1,37.577058,126.862572
1,37.577119,126.86241
1,37.577054,126.862267
1,37.577129,126.862166
1,37.577164,126.86203
1,37.577246,126.861924
1,37.577287,126.861766
1,37.574556,126.86718
1,37.574437,126.867399
1,37.574316,126.867613
1,37.574191,126.867813
1,37.574074,126.867988
1,37.573876,126.868084
1,37.573676,126.868079
1,37.57351,126.867953
1,37.573382,126.867707
1,37.573393,126.867399
1,37.573508,126.867125
1,37.573663,126.866878
1,37.5738,126.86662
1,37.573936,126.866406
1,37.574088,126.866119
1,37.574228,126.865899
1,37.574357,126.865651
1,37.574501,126.865423
1,37.57461,126.865216
1,37.574721,126.864981
1,37.574861,126.864753
1,37.57498,126.864526
1,37.575095,126.864294
1,37.575172,126.864048
1,37.575254,126.863801
1,37.575345,126.863559
1,37.575484,126.863312
1,37.575602,126.863081
1,37.575777,126.8628
1,37.574704,126.866954
1,37.574789,126.86678
1,37.574889,126.866636
1,37.574962,126.866486
1,37.575064,126.866357
1,37.575162,126.866243
1,37.575296,126.866167
1,37.575418,126.866103
1,37.575564,126.866114
1,37.575698,126.866119
1,37.57582,126.866192
1,37.575917,126.866313
1,37.576018,126.866409
1,37.576126,126.866335
1,37.576017,126.866191
1,37.57588,126.866083
1,37.575751,126.865919
1,37.57625,126.866172
1,37.576117,126.86606
1,37.575985,126.865895
1,37.575811,126.865746
1,37.576214,126.866084
1,37.576144,126.865925
1,37.580182,126.875775
1,37.580085,126.875531
1,37.57994,126.875352
1,37.579843,126.875118
1,37.579709,126.874884
1,37.579628,126.874655
1,37.579516,126.874437
1,37.57943,126.874169
1,37.579323,126.873916
1,37.579253,126.873643
1,37.579166,126.873395
1,37.579113,126.873147
1,37.579043,126.872906
1,37.579019,126.872624
1,37.578952,126.872362
1,37.578898,126.872075
1,37.578816,126.871773
1,37.578759,126.871461
1,37.578678,126.871164
1,37.578616,126.870833
